map_file;scen_file;cost;elapsed_time;obs_paths;agents_paths
wh_8x8.map;wh_8x8-5-5-1-5.scen;13;0.048;[{2: (6, 7)},{4: (1, 1)},{2: (7, 4), 3: (6, 4), 4: (5, 4), 5: (4, 4), 6: (3, 4), 7: (2, 4), 8: (2, 3), 9: (2, 2), 10: (2, 1), 11: (2, 0), 12: (1, 0), 13: (0, 0)},{3: (1, 2)},{0: (3, 6)}];[{0: (1, 6), 1: (1, 6), 2: (2, 6), 3: (2, 6), 4: (2, 6), 5: (2, 6), 6: (2, 6), 7: (2, 6), 8: (2, 7), 9: (3, 7), 10: (2, 7), 11: (1, 7), 12: (1, 6), 13: (1, 6)},{0: (6, 5), 1: (6, 4), 2: (7, 4), 3: (6, 4), 4: (5, 4), 5: (4, 4), 6: (3, 4), 7: (2, 4), 8: (2, 3), 9: (2, 2), 10: (2, 1), 11: (2, 0), 12: (1, 0), 13: (0, 0)},{0: (0, 4), 1: (0, 4), 2: (0, 5), 3: (0, 5), 4: (0, 6), 5: (0, 5), 6: (0, 5), 7: (0, 4), 8: (0, 5), 9: (0, 4), 10: (0, 4), 11: (0, 4), 12: (0, 4), 13: (0, 5)},{0: (3, 6), 1: (3, 7), 2: (3, 7), 3: (2, 7), 4: (3, 7), 5: (2, 7), 6: (1, 7), 7: (1, 7), 8: (1, 6), 9: (1, 6), 10: (0, 6), 11: (0, 7), 12: (1, 7), 13: (2, 7)},{0: (6, 3), 1: (6, 3), 2: (6, 3), 3: (6, 2), 4: (6, 2), 5: (6, 3), 6: (6, 4), 7: (5, 4), 8: (5, 4), 9: (5, 3), 10: (6, 3), 11: (6, 3), 12: (5, 3), 13: (5, 4)}]
