map_file;scen_file;cost;elapsed_time;obs_paths;agents_paths
wh_8x8.map;wh_8x8-5-5-1-3.scen;3;0.002;[{3: (7, 3)},{2: (1, 4)},{2: (2, 4), 3: (3, 4)},{4: (0, 1)},{2: (6, 0)}];[{0: (0, 5), 1: (1, 5), 2: (1, 6), 3: (1, 6)},{0: (3, 0), 1: (3, 0), 2: (3, 1), 3: (3, 1)},{0: (5, 1), 1: (6, 1), 2: (7, 1), 3: (7, 2)},{0: (6, 5), 1: (6, 5), 2: (6, 6), 3: (6, 6)},{0: (3, 5), 1: (2, 5), 2: (2, 4), 3: (3, 4)}]
