map_file;scen_file;cost;elapsed_time;obs_paths;agents_paths
wh_8x8.map;wh_8x8-5-5-1-2.scen;12;0.026;[{0: (0, 6)},{1: (0, 4)},{6: (7, 0)},{2: (1, 2)},{6: (6, 6), 7: (6, 5), 8: (6, 4), 9: (6, 3), 10: (6, 2), 11: (6, 1), 12: (5, 1)}];[{0: (1, 4), 1: (1, 5), 2: (1, 6), 3: (1, 7), 4: (1, 7), 5: (1, 7), 6: (0, 7), 7: (1, 7), 8: (1, 7), 9: (1, 7), 10: (2, 7), 11: (2, 7), 12: (3, 7)},{0: (0, 6), 1: (0, 7), 2: (0, 6), 3: (1, 6), 4: (2, 6), 5: (2, 6), 6: (2, 7), 7: (3, 7), 8: (3, 7), 9: (3, 6), 10: (4, 6), 11: (4, 5), 12: (4, 5)},{0: (2, 1), 1: (2, 2), 2: (1, 2), 3: (2, 2), 4: (2, 2), 5: (3, 2), 6: (3, 2), 7: (4, 2), 8: (5, 2), 9: (5, 1), 10: (5, 1), 11: (5, 0), 12: (5, 0)},{0: (0, 5), 1: (0, 5), 2: (0, 4), 3: (1, 4), 4: (1, 3), 5: (0, 3), 6: (0, 3), 7: (0, 4), 8: (0, 4), 9: (0, 4), 10: (0, 4), 11: (0, 5), 12: (0, 6)},{0: (2, 4), 1: (3, 4), 2: (3, 5), 3: (4, 5), 4: (5, 5), 5: (6, 5), 6: (6, 6), 7: (6, 5), 8: (6, 4), 9: (6, 3), 10: (6, 2), 11: (6, 1), 12: (5, 1)}]
