map_file;scen_file;cost;elapsed_time;obs_paths;agents_paths
wh_8x8.map;wh_8x8-5-5-1-1.scen;4;0.003;[{0: (3, 1)},{2: (4, 4)},{3: (5, 4), 4: (5, 5)},{3: (5, 0)},{2: (1, 5)}];[{0: (4, 6), 1: (5, 6), 2: (5, 5), 3: (5, 4), 4: (5, 5)},{0: (2, 7), 1: (1, 7), 2: (1, 6), 3: (1, 6), 4: (1, 6)},{0: (3, 1), 1: (2, 1), 2: (2, 1), 3: (2, 1), 4: (2, 1)},{0: (0, 6), 1: (0, 5), 2: (0, 5), 3: (0, 5), 4: (0, 6)},{0: (2, 6), 1: (2, 5), 2: (1, 5), 3: (1, 4), 4: (2, 4)}]
